Datetime;Volume_Flow;Pressure_Hall
2022-03-14 00:54:00;157.42;6.45
2022-03-14 00:55:00;157.74;6.47
2022-03-14 00:56:00;154.11;6.5
2022-03-14 00:57:00;53.66;6.41
2022-03-14 00:58:00;47.91;6.23
2022-03-14 00:59:00;119.2;6.11
2022-03-14 01:00:00;158.51;6.15
2022-03-14 01:01:00;157.29;6.19
2022-03-14 01:02:00;157.87;6.23
2022-03-14 01:03:00;156.86;6.26
2022-03-14 01:04:00;156.59;6.29
2022-03-14 01:05:00;156.79;6.32
2022-03-14 01:06:00;157.21;6.35
2022-03-14 01:07:00;157.67;6.38
2022-03-14 01:08:00;156.98;6.4
2022-03-14 01:09:00;157.46;6.43
2022-03-14 01:10:00;157.72;6.45
2022-03-14 01:11:00;157.79;6.48
2022-03-14 01:12:00;157.41;6.5
2022-03-14 01:13:00;63.63;6.43
2022-03-14 01:14:00;48.76;6.26
2022-03-14 01:15:00;99.47;6.12
2022-03-14 01:16:00;159.54;6.14
2022-03-14 01:17:00;156.33;6.18
2022-03-14 01:18:00;157.11;6.22
2022-03-14 01:19:00;157.21;6.25
2022-03-14 01:20:00;156.9;6.28
2022-03-14 01:21:00;156.81;6.31
2022-03-14 01:22:00;157.63;6.34
2022-03-14 01:23:00;157.18;6.36
2022-03-14 01:24:00;157.49;6.39
2022-03-14 01:25:00;157.07;6.42
2022-03-14 01:26:00;156.91;6.44
2022-03-14 01:27:00;157.35;6.47
2022-03-14 01:28:00;158.18;6.49
2022-03-14 01:29:00;103.61;6.48
2022-03-14 01:30:00;48.83;6.32
2022-03-14 01:31:00;55.27;6.15
2022-03-14 01:32:00;168.58;6.13
2022-03-14 01:33:00;158.38;6.17
2022-03-14 01:34:00;160.11;6.21
2022-03-14 01:35:00;157.38;6.24
2022-03-14 01:36:00;157.05;6.28
2022-03-14 01:37:00;157.74;6.3
2022-03-14 01:38:00;157.77;6.33
2022-03-14 01:39:00;156.38;6.36
2022-03-14 01:40:00;156.28;6.39
2022-03-14 01:41:00;156.92;6.41
2022-03-14 01:42:00;157.1;6.43
2022-03-14 01:43:00;157.84;6.46
2022-03-14 01:44:00;158.68;6.49
2022-03-14 01:45:00;99.11;6.47
2022-03-14 01:46:00;48.85;6.31
2022-03-14 01:47:00;61.24;6.14
2022-03-14 01:48:00;166.21;6.13
2022-03-14 01:49:00;157.45;6.16
2022-03-14 01:50:00;156.92;6.21
2022-03-14 01:51:00;157.97;6.24
2022-03-14 01:52:00;158.11;6.27
2022-03-14 01:53:00;157.06;6.3
2022-03-14 01:54:00;158.1;6.32
2022-03-14 01:55:00;157.63;6.36
2022-03-14 01:56:00;157.92;6.38
2022-03-14 01:57:00;157.95;6.41
2022-03-14 01:58:00;158.15;6.43
2022-03-14 01:59:00;157.23;6.46
2022-03-14 02:00:00;159.19;6.48
2022-03-14 02:01:00;109.6;6.48
2022-03-14 02:02:00;48.76;6.33
2022-03-14 02:03:00;54.7;6.16
2022-03-14 02:04:00;164.01;6.13
2022-03-14 02:05:00;159.34;6.17
2022-03-14 02:06:00;157.23;6.21
2022-03-14 02:07:00;157.44;6.24
2022-03-14 02:08:00;156.8;6.27
2022-03-14 02:09:00;159.03;6.3
2022-03-14 02:10:00;158.91;6.33
2022-03-14 02:11:00;157.93;6.36
2022-03-14 02:12:00;157.67;6.39
2022-03-14 02:13:00;156.24;6.41
2022-03-14 02:14:00;157.41;6.44
2022-03-14 02:15:00;157.7;6.46
2022-03-14 02:16:00;158.12;6.48
2022-03-14 02:17:00;126.56;6.5
2022-03-14 02:18:00;49.14;6.36
2022-03-14 02:19:00;49.01;6.19
2022-03-14 02:20:00;144.37;6.11
2022-03-14 02:21:00;158.9;6.16
2022-03-14 02:22:00;158.44;6.2
2022-03-14 02:23:00;158.17;6.23
2022-03-14 02:24:00;157.14;6.26
2022-03-14 02:25:00;157.07;6.29
2022-03-14 02:26:00;156.82;6.32
2022-03-14 02:27:00;157.08;6.35
2022-03-14 02:28:00;157.27;6.37
2022-03-14 02:29:00;158.32;6.4
2022-03-14 02:30:00;158.84;6.42
2022-03-14 02:31:00;157.78;6.45
2022-03-14 02:32:00;157.49;6.47
2022-03-14 02:33:00;158.79;6.49
2022-03-14 02:34:00;89.81;6.47
2022-03-14 02:35:00;48.65;6.3
2022-03-14 02:36:00;66.45;6.13
2022-03-14 02:37:00;165.8;6.13
2022-03-14 02:38:00;157.9;6.17
2022-03-14 02:39:00;157.25;6.21
2022-03-14 02:40:00;157.24;6.24
2022-03-14 02:41:00;156.86;6.27
2022-03-14 02:42:00;157.81;6.3
2022-03-14 02:43:00;158.97;6.33
2022-03-14 02:44:00;157.52;6.36
2022-03-14 02:45:00;158.12;6.38
2022-03-14 02:46:00;157.7;6.41
2022-03-14 02:47:00;155.89;6.43
2022-03-14 02:48:00;157.96;6.46
2022-03-14 02:49:00;159.13;6.48
2022-03-14 02:50:00;101.66;6.47
2022-03-14 02:51:00;48.75;6.3
2022-03-14 02:52:00;61.34;6.14
2022-03-14 02:53:00;167.24;6.12
2022-03-14 02:54:00;158.57;6.17
2022-03-14 02:55:00;157.46;6.21
2022-03-14 02:56:00;157.86;6.24
2022-03-14 02:57:00;157.83;6.27
2022-03-14 02:58:00;157.34;6.3
2022-03-14 02:59:00;157.67;6.33
2022-03-14 03:00:00;157.93;6.36
2022-03-14 03:01:00;156.47;6.38
2022-03-14 03:02:00;159.36;6.41
2022-03-14 03:03:00;158.7;6.43
2022-03-14 03:04:00;157.18;6.46
2022-03-14 03:05:00;158.64;6.48
2022-03-14 03:06:00;133.7;6.5
2022-03-14 03:07:00;49.71;6.37
2022-03-14 03:08:00;49.14;6.2
2022-03-14 03:09:00;138.07;6.11
2022-03-14 03:10:00;157.39;6.15
2022-03-14 03:11:00;157.93;6.19
2022-03-14 03:12:00;158.14;6.22
2022-03-14 03:13:00;157.2;6.26
2022-03-14 03:14:00;157.5;6.29
2022-03-14 03:15:00;157.7;6.31
2022-03-14 03:16:00;157.22;6.35
2022-03-14 03:17:00;159.16;6.37
2022-03-14 03:18:00;157.36;6.4
2022-03-14 03:19:00;157.52;6.42
2022-03-14 03:20:00;157.44;6.45
2022-03-14 03:21:00;158.59;6.46
2022-03-14 03:22:00;138.72;6.48
2022-03-14 03:23:00;49.35;6.37
2022-03-14 03:24:00;47.91;6.2
2022-03-14 03:25:00;142.34;6.11
2022-03-14 03:26:00;158.85;6.16
2022-03-14 03:27:00;158.4;6.19
2022-03-14 03:28:00;157.88;6.23
2022-03-14 03:29:00;157.24;6.26
2022-03-14 03:30:00;158.2;6.29
2022-03-14 03:31:00;157.34;6.31
2022-03-14 03:32:00;157.44;6.34
2022-03-14 03:33:00;157.71;6.38
2022-03-14 03:34:00;157.85;6.4
2022-03-14 03:35:00;159.33;6.42
2022-03-14 03:36:00;157.07;6.45
2022-03-14 03:37:00;159.97;6.47
2022-03-14 03:38:00;158.0;6.5
2022-03-14 03:39:00;67.96;6.44
2022-03-14 03:40:00;48.87;6.26
2022-03-14 03:41:00;93.69;6.12
2022-03-14 03:42:00;161.97;6.15
2022-03-14 03:43:00;158.09;6.18
2022-03-14 03:44:00;158.7;6.21
2022-03-14 03:45:00;158.89;6.25
2022-03-14 03:46:00;157.6;6.28
2022-03-14 03:47:00;156.83;6.31
2022-03-14 03:48:00;156.69;6.34
2022-03-14 03:49:00;159.0;6.36
2022-03-14 03:50:00;157.98;6.38
2022-03-14 03:51:00;159.72;6.42
2022-03-14 03:52:00;158.74;6.44
2022-03-14 03:53:00;159.68;6.46
2022-03-14 03:54:00;159.92;6.48
2022-03-14 03:55:00;117.53;6.49
2022-03-14 03:56:00;48.76;6.34
2022-03-14 03:57:00;48.82;6.17
2022-03-14 03:58:00;157.29;6.11
2022-03-14 03:59:00;158.7;6.16
2022-03-14 04:00:00;158.12;6.2
2022-03-14 04:01:00;158.59;6.23
2022-03-14 04:02:00;156.77;6.26
2022-03-14 04:03:00;158.71;6.29
2022-03-14 04:04:00;157.81;6.32
2022-03-14 04:05:00;158.17;6.35
2022-03-14 04:06:00;157.41;6.37
2022-03-14 04:07:00;156.8;6.4
2022-03-14 04:08:00;158.19;6.43
2022-03-14 04:09:00;158.29;6.45
2022-03-14 04:10:00;158.86;6.47
2022-03-14 04:11:00;158.48;6.5
2022-03-14 04:12:00;59.72;6.42
2022-03-14 04:13:00;48.84;6.25
2022-03-14 04:14:00;105.63;6.11
2022-03-14 04:15:00;160.54;6.14
2022-03-14 04:16:00;157.11;6.17
2022-03-14 04:17:00;158.56;6.21
2022-03-14 04:18:00;156.14;6.25
2022-03-14 04:19:00;158.68;6.29
2022-03-14 04:20:00;156.98;6.31
2022-03-14 04:21:00;157.27;6.34
2022-03-14 04:22:00;158.07;6.37
2022-03-14 04:23:00;158.3;6.39
2022-03-14 04:24:00;157.91;6.42
2022-03-14 04:25:00;156.96;6.44
2022-03-14 04:26:00;158.68;6.47
2022-03-14 04:27:00;157.81;6.49
2022-03-14 04:28:00;74.87;6.45
2022-03-14 04:29:00;48.74;6.26
2022-03-14 04:30:00;91.09;6.12
2022-03-14 04:31:00;161.15;6.14
2022-03-14 04:32:00;159.13;6.18
2022-03-14 04:33:00;157.15;6.21
2022-03-14 04:34:00;157.83;6.25
2022-03-14 04:35:00;156.86;6.28
2022-03-14 04:36:00;158.25;6.31
2022-03-14 04:37:00;157.79;6.34
2022-03-14 04:38:00;156.91;6.36
2022-03-14 04:39:00;156.31;6.39
2022-03-14 04:40:00;157.52;6.42
2022-03-14 04:41:00;158.45;6.44
2022-03-14 04:42:00;158.33;6.47
2022-03-14 04:43:00;158.41;6.49
2022-03-14 04:44:00;112.69;6.49
2022-03-14 04:45:00;48.31;6.33
2022-03-14 04:46:00;48.97;6.16
2022-03-14 04:47:00;163.47;6.12
2022-03-14 04:48:00;158.99;6.17
2022-03-14 04:49:00;158.03;6.2
2022-03-14 04:50:00;157.28;6.23
2022-03-14 04:51:00;156.89;6.26
2022-03-14 04:52:00;157.12;6.3
2022-03-14 04:53:00;157.53;6.33
2022-03-14 04:54:00;156.67;6.36
2022-03-14 04:55:00;158.7;6.38
2022-03-14 04:56:00;157.88;6.4
2022-03-14 04:57:00;157.69;6.43
2022-03-14 04:58:00;157.76;6.45
2022-03-14 04:59:00;157.47;6.48
2022-03-14 05:00:00;150.43;6.51
2022-03-14 05:01:00;52.13;6.4
2022-03-14 05:02:00;48.85;6.22
2022-03-14 05:03:00;120.5;6.1
2022-03-14 05:04:00;157.43;6.15
2022-03-14 05:05:00;158.79;6.19
2022-03-14 05:06:00;158.16;6.22
2022-03-14 05:07:00;157.93;6.26
2022-03-14 05:08:00;156.08;6.29
2022-03-14 05:09:00;157.24;6.32
2022-03-14 05:10:00;156.74;6.35
2022-03-14 05:11:00;157.01;6.37
2022-03-14 05:12:00;156.87;6.4
2022-03-14 05:13:00;157.36;6.42
2022-03-14 05:14:00;158.89;6.45
2022-03-14 05:15:00;159.23;6.47
2022-03-14 05:16:00;158.85;6.49
2022-03-14 05:17:00;61.51;6.43
2022-03-14 05:18:00;48.9;6.26
2022-03-14 05:19:00;100.35;6.11
2022-03-14 05:20:00;160.71;6.14
2022-03-14 05:21:00;157.14;6.18
2022-03-14 05:22:00;157.08;6.22
2022-03-14 05:23:00;156.47;6.25
2022-03-14 05:24:00;158.51;6.28
2022-03-14 05:25:00;157.23;6.31
2022-03-14 05:26:00;158.76;6.34
2022-03-14 05:27:00;157.21;6.37
2022-03-14 05:28:00;157.15;6.4
2022-03-14 05:29:00;158.14;6.42
2022-03-14 05:30:00;157.63;6.45
2022-03-14 05:31:00;158.59;6.47
2022-03-14 05:32:00;156.98;6.5
2022-03-14 05:33:00;73.9;6.45
2022-03-14 05:34:00;48.73;6.28
2022-03-14 05:35:00;86.37;6.12
2022-03-14 05:36:00;163.53;6.14
2022-03-14 05:37:00;158.7;6.18
2022-03-14 05:38:00;156.8;6.22
2022-03-14 05:39:00;159.46;6.25
2022-03-14 05:40:00;158.02;6.28
2022-03-14 05:41:00;157.74;6.32
2022-03-14 05:42:00;156.48;6.34
2022-03-14 05:43:00;157.72;6.37
2022-03-14 05:44:00;158.27;6.4
2022-03-14 05:45:00;158.2;6.42
2022-03-14 05:46:00;159.1;6.45
2022-03-14 05:47:00;158.63;6.48
2022-03-14 05:48:00;134.73;6.5
2022-03-14 05:49:00;49.59;6.37
2022-03-14 05:50:00;48.45;6.19
2022-03-14 05:51:00;147.14;6.11
2022-03-14 05:52:00;160.02;6.16
2022-03-14 05:53:00;158.54;6.19
2022-03-14 05:54:00;157.7;6.23
2022-03-14 05:55:00;158.9;6.26
2022-03-14 05:56:00;157.4;6.29
2022-03-14 05:57:00;157.52;6.33
2022-03-14 05:58:00;159.5;6.35
2022-03-14 05:59:00;159.6;6.38
2022-03-14 06:00:00;162.33;6.39
2022-03-14 06:01:00;159.86;6.41
2022-03-14 06:02:00;158.79;6.43
2022-03-14 06:03:00;164.12;6.44
2022-03-14 06:04:00;176.53;6.43
2022-03-14 06:05:00;185.46;6.39
2022-03-14 06:06:00;175.92;6.38
2022-03-14 06:07:00;181.54;6.35
2022-03-14 06:08:00;179.98;6.32
2022-03-14 06:09:00;182.76;6.29
2022-03-14 06:10:00;183.65;6.26
2022-03-14 06:11:00;186.91;6.22
2022-03-14 06:12:00;188.86;6.17
2022-03-14 06:13:00;191.69;6.12
2022-03-14 06:14:00;200.51;6.05
2022-03-14 06:15:00;217.38;6.01
2022-03-14 06:16:00;250.93;5.97
2022-03-14 06:17:00;254.2;5.96
2022-03-14 06:18:00;256.11;5.96
2022-03-14 06:19:00;259.82;5.96
2022-03-14 06:20:00;259.38;5.96
2022-03-14 06:21:00;252.79;5.97
2022-03-14 06:22:00;268.38;5.95
2022-03-14 06:23:00;306.84;5.89
2022-03-14 06:24:00;326.17;5.85
2022-03-14 06:25:00;327.3;5.85
2022-03-14 06:26:00;325.61;5.86
2022-03-14 06:27:00;334.69;5.83
2022-03-14 06:28:00;342.44;5.81
2022-03-14 06:29:00;347.14;5.8
2022-03-14 06:30:00;330.62;5.85
2022-03-14 06:31:00;328.95;5.86
2022-03-14 06:32:00;335.05;5.84
2022-03-14 06:33:00;339.23;5.83
2022-03-14 06:34:00;344.3;5.81
2022-03-14 06:35:00;342.23;5.82
2022-03-14 06:36:00;333.55;5.84
2022-03-14 06:37:00;335.48;5.84
2022-03-14 06:38:00;336.25;5.84
2022-03-14 06:39:00;347.36;5.8
2022-03-14 06:40:00;353.79;5.77
2022-03-14 06:41:00;358.73;5.75
2022-03-14 06:42:00;360.61;5.74
2022-03-14 06:43:00;347.83;5.8
2022-03-14 06:44:00;344.7;5.82
2022-03-14 06:45:00;343.7;5.82
2022-03-14 06:46:00;346.86;5.81
2022-03-14 06:47:00;334.09;5.85
2022-03-14 06:48:00;311.87;5.9
2022-03-14 06:49:00;290.22;5.95
2022-03-14 06:50:00;289.28;5.95
2022-03-14 06:51:00;270.55;5.97
2022-03-14 06:52:00;265.05;5.99
2022-03-14 06:53:00;270.97;5.97
2022-03-14 06:54:00;261.46;5.99
2022-03-14 06:55:00;265.37;5.99
2022-03-14 06:56:00;269.03;5.98
2022-03-14 06:57:00;252.52;6.01
2022-03-14 06:58:00;264.3;5.99
2022-03-14 06:59:00;297.34;5.94
2022-03-14 07:00:00;303.74;5.93
2022-03-14 07:01:00;312.8;5.92
2022-03-14 07:02:00;319.98;5.9
2022-03-14 07:03:00;322.02;5.89
2022-03-14 07:04:00;339.75;5.84
2022-03-14 07:05:00;338.65;5.85
2022-03-14 07:06:00;330.52;5.87
2022-03-14 07:07:00;327.72;5.88
2022-03-14 07:08:00;336.38;5.86
2022-03-14 07:09:00;337.34;5.85
2022-03-14 07:10:00;338.08;5.84
2022-03-14 07:11:00;339.94;5.84
2022-03-14 07:12:00;348.14;5.81
2022-03-14 07:13:00;352.39;5.79
2022-03-14 07:14:00;359.08;5.77
2022-03-14 07:15:00;353.81;5.78
2022-03-14 07:16:00;346.2;5.81
2022-03-14 07:17:00;345.23;5.82
2022-03-14 07:18:00;347.07;5.81
2022-03-14 07:19:00;323.51;5.88
2022-03-14 07:20:00;269.03;5.98
2022-03-14 07:21:00;288.67;5.95
2022-03-14 07:22:00;423.94;6.03
2022-03-14 07:23:00;352.18;6.37
2022-03-14 07:24:00;308.46;6.37
2022-03-14 07:25:00;296.63;6.37
2022-03-14 07:26:00;278.68;6.37
2022-03-14 07:27:00;239.14;6.16
2022-03-14 07:28:00;375.45;6.34
2022-03-14 07:29:00;337.42;6.34
2022-03-14 07:30:00;371.55;6.35
2022-03-14 07:31:00;348.39;6.35
2022-03-14 07:32:00;361.6;6.33
2022-03-14 07:33:00;358.7;6.33
2022-03-14 07:34:00;381.11;6.32
2022-03-14 07:35:00;370.62;6.33
2022-03-14 07:36:00;394.26;6.32
2022-03-14 07:37:00;396.36;6.32
2022-03-14 07:38:00;381.25;6.33
2022-03-14 07:39:00;413.35;6.31
2022-03-14 07:40:00;401.16;6.32
2022-03-14 07:41:00;372.14;6.35
2022-03-14 07:42:00;368.78;6.35
2022-03-14 07:43:00;388.81;6.34
2022-03-14 07:44:00;408.23;6.33
2022-03-14 07:45:00;381.58;6.35
2022-03-14 07:46:00;342.54;6.37
2022-03-14 07:47:00;420.13;6.32
2022-03-14 07:48:00;425.41;6.33
2022-03-14 07:49:00;379.81;6.34
2022-03-14 07:50:00;376.16;6.34
2022-03-14 07:51:00;410.66;6.32
2022-03-14 07:52:00;429.03;6.31
2022-03-14 07:53:00;433.74;6.32
2022-03-14 07:54:00;434.87;6.27
2022-03-14 07:55:00;455.23;6.27
2022-03-14 07:56:00;465.09;6.27
2022-03-14 07:57:00;378.32;6.22
2022-03-14 07:58:00;406.98;6.01
2022-03-14 07:59:00;429.21;5.93
2022-03-14 08:00:00;425.39;5.92
2022-03-14 08:01:00;424.33;5.94
2022-03-14 08:02:00;421.93;5.93
2022-03-14 08:03:00;405.92;5.96
2022-03-14 08:04:00;391.77;6.0
2022-03-14 08:05:00;366.34;6.07
2022-03-14 08:06:00;356.45;6.12
2022-03-14 08:07:00;359.32;6.11
2022-03-14 08:08:00;359.5;6.11
2022-03-14 08:09:00;346.24;6.16
2022-03-14 08:10:00;335.84;6.19
2022-03-14 08:11:00;337.66;6.19
2022-03-14 08:12:00;340.3;6.19
2022-03-14 08:13:00;351.64;6.15
2022-03-14 08:14:00;359.96;6.11
2022-03-14 08:15:00;365.15;6.09
2022-03-14 08:16:00;370.75;6.06
2022-03-14 08:17:00;379.04;6.03
2022-03-14 08:18:00;387.88;6.01
2022-03-14 08:19:00;399.75;5.99
2022-03-14 08:20:00;409.28;5.97
2022-03-14 08:21:00;416.77;5.95
2022-03-14 08:22:00;410.42;5.96
2022-03-14 08:23:00;414.1;5.96
2022-03-14 08:24:00;390.87;5.99
2022-03-14 08:25:00;386.78;6.01
2022-03-14 08:26:00;399.08;5.99
2022-03-14 08:27:00;433.37;5.91
2022-03-14 08:28:00;416.43;5.93
2022-03-14 08:29:00;397.72;5.98
2022-03-14 08:30:00;406.36;5.98
2022-03-14 08:31:00;389.33;6.0
2022-03-14 08:32:00;394.88;6.0
2022-03-14 08:33:00;381.22;6.02
2022-03-14 08:34:00;389.96;6.01
2022-03-14 08:35:00;407.31;5.98
2022-03-14 08:36:00;408.79;5.97
2022-03-14 08:37:00;410.84;5.96
2022-03-14 08:38:00;415.55;5.95
2022-03-14 08:39:00;423.4;5.93
2022-03-14 08:40:00;411.46;5.96
2022-03-14 08:41:00;400.88;5.98
2022-03-14 08:42:00;404.97;5.98
2022-03-14 08:43:00;420.21;5.94
2022-03-14 08:44:00;422.02;5.94
2022-03-14 08:45:00;416.26;5.95
2022-03-14 08:46:00;404.56;5.98
2022-03-14 08:47:00;406.23;5.98
2022-03-14 08:48:00;410.35;5.97
2022-03-14 08:49:00;405.48;5.98
2022-03-14 08:50:00;416.29;5.96
2022-03-14 08:51:00;419.91;5.94
2022-03-14 08:52:00;432.48;5.9
2022-03-14 08:53:00;386.86;6.0
2022-03-14 08:54:00;367.97;6.07
2022-03-14 08:55:00;385.35;6.1
2022-03-14 08:56:00;408.38;6.3
2022-03-14 08:57:00;428.27;6.25
2022-03-14 08:58:00;436.36;6.28
2022-03-14 08:59:00;408.64;6.3
2022-03-14 09:00:00;407.51;6.3
2022-03-14 09:01:00;401.15;6.31
2022-03-14 09:02:00;409.91;6.22
2022-03-14 09:03:00;339.66;6.28
2022-03-14 09:04:00;408.05;6.3
2022-03-14 09:05:00;394.78;6.32
2022-03-14 09:06:00;385.6;6.27
2022-03-14 09:07:00;343.87;6.29
2022-03-14 09:08:00;365.58;6.33
2022-03-14 09:09:00;389.71;6.31
2022-03-14 09:10:00;340.17;6.27
2022-03-14 09:11:00;383.43;6.3
2022-03-14 09:12:00;422.35;6.28
2022-03-14 09:13:00;372.96;6.31
2022-03-14 09:14:00;418.52;6.27
2022-03-14 09:15:00;385.07;6.19
2022-03-14 09:16:00;391.95;6.29
2022-03-14 09:17:00;401.26;6.3
2022-03-14 09:18:00;390.78;6.31
2022-03-14 09:19:00;400.41;6.3
2022-03-14 09:20:00;404.82;6.3
2022-03-14 09:21:00;408.01;6.3
2022-03-14 09:22:00;392.55;6.31
2022-03-14 09:23:00;405.59;6.28
2022-03-14 09:24:00;395.55;6.29
2022-03-14 09:25:00;325.75;6.27
2022-03-14 09:26:00;405.63;6.31
2022-03-14 09:27:00;427.25;6.23
2022-03-14 09:28:00;416.08;6.28
2022-03-14 09:29:00;397.27;6.28
2022-03-14 09:30:00;403.82;6.29
2022-03-14 09:31:00;356.22;6.3
2022-03-14 09:32:00;350.41;6.34
2022-03-14 09:33:00;323.1;6.25
2022-03-14 09:34:00;323.04;6.24
2022-03-14 09:35:00;310.45;6.27
2022-03-14 09:36:00;291.81;6.3
2022-03-14 09:37:00;286.24;6.31
2022-03-14 09:38:00;284.62;6.31
2022-03-14 09:39:00;265.58;6.33
2022-03-14 09:40:00;238.68;6.37
2022-03-14 09:41:00;214.17;6.4
2022-03-14 09:42:00;210.68;6.4
2022-03-14 09:43:00;211.63;6.41
2022-03-14 09:44:00;207.03;6.41
2022-03-14 09:45:00;206.21;6.41
2022-03-14 09:46:00;210.12;6.4
2022-03-14 09:47:00;209.62;6.4
2022-03-14 09:48:00;209.45;6.4
2022-03-14 09:49:00;207.73;6.41
2022-03-14 09:50:00;205.57;6.4
2022-03-14 09:51:00;210.28;6.4
2022-03-14 09:52:00;212.28;6.4
2022-03-14 09:53:00;211.98;6.4
2022-03-14 09:54:00;213.89;6.39
2022-03-14 09:55:00;214.6;6.39
2022-03-14 09:56:00;214.95;6.39
2022-03-14 09:57:00;212.71;6.39
2022-03-14 09:58:00;217.13;6.39
2022-03-14 09:59:00;219.13;6.38
2022-03-14 10:00:00;218.73;6.38
2022-03-14 10:01:00;232.33;6.36
2022-03-14 10:02:00;252.31;6.33
2022-03-14 10:03:00;272.97;6.3
2022-03-14 10:04:00;337.62;6.26
2022-03-14 10:05:00;333.89;6.34
2022-03-14 10:06:00;401.45;6.3
2022-03-14 10:07:00;368.04;6.33
2022-03-14 10:08:00;350.36;6.32
2022-03-14 10:09:00;349.3;6.31
2022-03-14 10:10:00;389.86;6.3
2022-03-14 10:11:00;409.56;6.3
2022-03-14 10:12:00;426.14;6.29
2022-03-14 10:13:00;382.12;6.27
2022-03-14 10:14:00;460.91;6.23
2022-03-14 10:15:00;362.78;6.2
2022-03-14 10:16:00;431.98;6.29
2022-03-14 10:17:00;418.01;6.3
2022-03-14 10:18:00;389.5;6.29
2022-03-14 10:19:00;396.56;6.29
2022-03-14 10:20:00;356.06;6.34
2022-03-14 10:21:00;388.05;6.29
2022-03-14 10:22:00;303.11;6.3
2022-03-14 10:23:00;362.65;6.34
2022-03-14 10:24:00;378.85;6.32
2022-03-14 10:25:00;347.62;6.23
2022-03-14 10:26:00;369.49;6.3
2022-03-14 10:27:00;408.32;6.29
2022-03-14 10:28:00;393.98;6.29
2022-03-14 10:29:00;419.38;6.29
2022-03-14 10:30:00;437.92;6.25
2022-03-14 10:31:00;424.74;6.28
2022-03-14 10:32:00;435.78;6.28
2022-03-14 10:33:00;444.85;6.28
2022-03-14 10:34:00;393.6;6.29
2022-03-14 10:35:00;439.5;6.29
2022-03-14 10:36:00;435.94;6.28
2022-03-14 10:37:00;339.59;6.26
2022-03-14 10:38:00;394.12;6.31
2022-03-14 10:39:00;403.0;6.26
2022-03-14 10:40:00;354.19;6.29
2022-03-14 10:41:00;403.1;6.3
2022-03-14 10:42:00;401.19;6.3
2022-03-14 10:43:00;393.62;6.31
2022-03-14 10:44:00;415.75;6.3
2022-03-14 10:45:00;368.26;6.3
2022-03-14 10:46:00;346.8;6.34
2022-03-14 10:47:00;322.54;6.24
2022-03-14 10:48:00;343.08;6.38
2022-03-14 10:49:00;275.11;6.32
2022-03-14 10:50:00;295.07;6.29
2022-03-14 10:51:00;288.04;6.3
2022-03-14 10:52:00;288.13;6.3
2022-03-14 10:53:00;268.73;6.33
2022-03-14 10:54:00;275.51;6.32
2022-03-14 10:55:00;294.52;6.29
2022-03-14 10:56:00;356.27;6.25
2022-03-14 10:57:00;325.05;6.36
2022-03-14 10:58:00;349.93;6.25
2022-03-14 10:59:00;324.79;6.37
2022-03-14 11:00:00;381.06;6.33
2022-03-14 11:01:00;299.06;6.29
2022-03-14 11:02:00;386.19;6.33
2022-03-14 11:03:00;371.51;6.26
